단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
참고,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9559,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238364/IMG000234390_700X466.jpg,손바닥이 위로 향하게 비스듬히 세운 왼 손바닥에 오른손을 반쯤 구부려 끝을 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005699/MOV000359824_700X466.mp4
착취,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9527,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808782/IMG000358270_700X466.jpg,"왼손을 펴서 손바닥이 아래로 손끝이 밖으로 향하게 하고, 그 밑에서 오른손을 약간 구부려 모로 세워 왼팔의 팔꿈치 쪽으로 당기며 주먹을 쥔다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735697/MOV000259558_700X466.mp4
갇히다/구류/하지 못하게 하다/지배,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9356,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229566/IMG000222978_700X466.jpg,왼 주먹의 5지를 펴서 세우고 그 위를 손가락이 아래로 향하게 구부린 오른손으로 내리 덮으며 동시에 약간 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733639/MOV000250333_700X466.mp4
가면/탈,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9352,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228868/IMG000222109_700X466.jpg,오른손을 펴서 벌려 손끝이 위로 손바닥이 얼굴로 향하게 하여 얼굴을 가린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4
분열/갈라지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9180,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233860/IMG000228571_700X466.jpg,손가락을 구부리고 손바닥이 위로 향하게 편 두 손을 댔다가 좌우로 벌리면서 주먹을 쥔다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735005/MOV000254883_700X466.mp4
부반장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9171,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233343/IMG000227895_700X466.jpg,"오른손을 약간 구부려 오른쪽 어깨에 올려 놓은 다음, 5지를 펴서 세운 왼 주먹 밑에, 5지를 펴서 세운 오른 주먹을 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005690/MOV000359815_700X466.mp4
보람,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9102,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232750/IMG000227152_700X466.jpg,오른손을 손가락이 입으로 향하게 하였다가 턱밑으로 구부려 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040001/MOV000360545_700X466.mp4
보호,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8874,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224440/IMG000216930_700X466.jpg,"왼 주먹의 5지를 펴서 세우고,그 위에 손등이 위로 향하게 약간 구부린 오른손을 덮듯이 올려 동시에 돌린후 오른 주먹 1·2지를 펴서 약간 구부려 끝이 눈으로 향하게 하여 왼쪽으로 돌린 다음, 펴서 세운 오른손을, 5지를 펴서 세운 왼 주먹을 감싸듯이 오른쪽에서 왼쪽으로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240118/1261122/MOV000361373_700X466.mp4
피아니스트,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8815,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219920/IMG000211636_700X466.jpg,"손등이 위로 향하게 편 두 손의 손가락을 벌려 펴서 약간 구부려 힘차게 내려치는 동작을 두 번 반복한 다음, 손바닥이 위로 손끝이 밖으로 향하게 편 왼 손바닥에 오른손을 펴서 손끝이 밖으로 향하게 모로 세웠다가 밖으로 내밀고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041871/MOV000360921_700X466.mp4
-관,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8730,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/217838/IMG000209211_700X466.jpg,"약간 구부린 오른손을 오른쪽 어깨에 올려놓은 다음, 오른 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 약간 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039983/MOV000360527_700X466.mp4
-관,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8730,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/217838/IMG000209211_700X466.jpg,"약간 구부린 오른손을 오른쪽 어깨에 올려놓은 다음, 오른 주먹의 5지를 펴서 바닥이 밖으로 향하게 세워 약간 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039983/MOV000360527_700X466.mp4
송아지,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8468,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813833/IMG000358516_700X466.jpg,"손바닥이 옆으로 손끝이 위로 향하게 펴서 약간 구부린 두 손을 얼굴 양옆에 세워 마주 보게 하여 가볍게 좌우로 두 번 흔든 다음, 두 주먹의 1·5지를 펴서 1지 끝이 위로 향하게 하여 5지 끝을 머리 양쪽에 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733382/MOV000254969_700X466.mp4
소득,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8455,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233392/IMG000227979_700X466.jpg,"손가락을 벌려 오므린 오른손을 입 앞에 댔다가, 목 밑으로 숙이며 주먹을 쥔다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733637/MOV000254410_700X466.mp4
복잡하다/산만하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23952,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233033/IMG000227522_700X466.jpg,손바닥이 위로 향하게 편 두 손의 손가락을 약간 구부려 서로 끼고 좌우로 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191101/633241/MOV000254039_700X466.mp4
복사/카피,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2994,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223470/IMG000215759_700X466.jpg,"손등이 위로 향하게 편 왼손 밑에 오른 손가락 끝을 댔다가 아래로 내리면서 붙인 다음, 반쯤 구부린 두 손의 손가락을 서로 끼우며 상하로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005069/MOV000359797_700X466.mp4
어린이날,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234023/IMG000228707_700X466.jpg,"손바닥이 옆으로 손 끝이 위로 향하게 펴서 약간 구부린 두 손을 얼굴 양옆에 세워 마주 보게 하여 가볍게 좌우로 두 번 흔든 다음, 두 주먹의 1·5지를 펴서 1지가 위로 향하게 하여 가슴 앞에서 동시에 위로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004477/MOV000359651_700X466.mp4
전쟁/전투,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=1598,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215330/IMG000206406_700X466.jpg,"손가락을 벌려 반쯤 구부리고 손등이 위로 향하게 편 두 손의 손가락 등을 두 번 부딪친 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005017/MOV000359751_700X466.mp4
카지노,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8168,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210203/808834/IMG000358304_700X466.jpg,"두 손을 약간 구부려 양쪽 가슴에 대고 상하로 동시에 움직인 다음, 오른 주먹을 아래로 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732398/MOV000257728_700X466.mp4
압수/박탈/추징/낚아채다/빼앗다/잡아채다/파리,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8142,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235445/IMG000230663_700X466.jpg,"오른손을 펴서 손바닥이 왼쪽으로 손끝이 밖으로 향하게 하여 약간 구부려, 손바닥이 위로 향하게 편 왼 손바닥 위로 강하고 빠르게 당기며 주먹을 쥔다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733634/MOV000256602_700X466.mp4
반장/급장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7970,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233244/IMG000227819_700X466.jpg,"약간 구부린 오른손을 오른쪽 어깨에 올려놓은 다음, 오른 주먹을 쥐며 5지를 펴서 바닥이 밖으로 향하게 내 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004470/MOV000359644_700X466.mp4
세상/세계,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7965,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233231/IMG000227797_700X466.jpg,"4·5지를 편 오른 주먹과, 손가락을 벌려 구부린 왼손을 마주 보게 하여 전후로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628692/MOV000254256_700X466.mp4
심장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7951,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234316/IMG000229190_700X466.jpg,두 손을 구부려 왼쪽 가슴 앞에서 상하로 마주 보게 하여 두 번 오므렸다 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732383/MOV000255374_700X466.mp4
(동물)사자,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233200/IMG000227747_700X466.jpg,두 손을 약간 구부려 손가락 끝을 양쪽 뺨에 댔다가 밖으로 길게 내밀며 손가락 끝이 밖으로 향하게 한다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734965/MOV000254218_700X466.mp4
(과일)배,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7845,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233627/IMG000228348_700X466.jpg,오른 손가락을 구부려 끝을 왼 주먹 등에 두 번 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191017/628477/MOV000254717_700X466.mp4
연습/훈련,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7824,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234777/IMG000229775_700X466.jpg,오른손을 구부려 손바닥이 밖으로 향하게 하여 입 앞에서 왼쪽으로 두 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628349/MOV000255860_700X466.mp4
소화,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7796,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233612/IMG000228321_700X466.jpg,"손바닥이 위로 향하게 편 왼손 위에, 손바닥이 아래로 향하게 편 오른손을 놓고, 손가락을 두 번 부드럽게 구부렸다 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732382/MOV000254693_700X466.mp4
오락/레크리에이션,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=23903,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223754/IMG000216117_700X466.jpg,손끝이 밖으로 향하게 편 오른손을 약간씩 올렸다 내렸다 하면서 밖으로 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735785/MOV000260365_700X466.mp4
살찌다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7695,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233665/IMG000228242_700X466.jpg,두 손을 반쯤 구부려 뺨 양옆에서 옆으로 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734959/MOV000254627_700X466.mp4
부피/양/용적/체적,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233656/IMG000228226_700X466.jpg,두 손의 손가락을 약간 구부려 오른손이 위에 놓이게 두 손의 손가락 끝이 마주 보게 하여 상하로 두 번 벌리다가 좁힌다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010123/MOV000360112_700X466.mp4
위험/험하다/위기,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7666,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190726/604572/IMG000229664_700X466.jpg,오른손을 약간 구부려 끝으로 가슴을 두 번 두드린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628269/MOV000255765_700X466.mp4
국민/백성,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7568,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784219/IMG000356861_700X466.jpg,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 좌우로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731404/MOV000250415_700X466.mp4
가로채다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228848/IMG000222075_700X466.jpg,손바닥이 왼쪽으로 손가락이 밖으로 향하게 편 오른손을 안으로 강하고 빠르게 당기며 주먹을 쥔다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20240118/1261108/MOV000361364_700X466.mp4
맵다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7312,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151218/229901/IMG000223410_700X466.jpg,오른 손가락을 구부려 끝이 입으로 향하게 하여 입 앞에서 왼쪽으로 두 바퀴 돌리며 입을 벌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628089/MOV000250679_700X466.mp4
애국가,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=7150,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210104/794542/IMG000358095_700X466.jpg,"두 손의 손가락을 약간 구부려 마주 보게 세워 밖으로 돌린 다음, 손등이 왼쪽으로 향하게 모로 세운 왼 주먹 위에 오른 손바닥을 대고 오른손만 돌린 다음, 오른 주먹의 1·2지를 펴서 반쯤 구부려 돌리며 밖으로 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785446/MOV000357102_700X466.mp4
기피/대피/피신/회피/피하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201223/790852/IMG000357837_700X466.jpg,"손등이 밖으로 향하게 쥔 오른손을 가슴 약간 위쪽에, 손등이 안으로 향하게 쥔 왼손을 가슴 약간 아래쪽에 세웠다가 오른쪽으로 이동하며 손목을 돌려 손등의 방향이 반대가 되게 하며 주먹을 쥔다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733619/MOV000249888_700X466.mp4
가렵다/긁다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228726/IMG000221928_700X466.jpg,약간 구부린 오른 손가락 끝으로 왼 손등을 긁는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764376/MOV000249510_700X466.mp4
기계/장치,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6715,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/228672/IMG000221881_700X466.jpg,반쯤 구부린 두 손의 손가락을 서로 끼우며 상하로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733614/MOV000249472_700X466.mp4
문란/교란/짬뽕/혼합/섞다/소동,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6698,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151217/229777/IMG000223271_700X466.jpg,두 손을 약간 구부려 상하로 마주 보게 하여 좌우로 엇갈리게 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734912/MOV000250566_700X466.mp4
구기다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6684,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229196/IMG000222550_700X466.jpg,두 손의 손바닥이 상하로 마주보게 하였다가 좌우로 엇갈리게 약간 돌리며 주먹을 쥐고 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004873/MOV000359739_700X466.mp4
베드로,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232242/IMG000226489_700X466.jpg,오른손의 손가락을 구부려 턱에 대고 좌우로 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039864/MOV000360435_700X466.mp4
망설이다/주저/머무적거리다/머뭇거리다/서슴다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6597,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231694/IMG000225778_700X466.jpg,반쯤 구부린 두 손의 손끝을 배에 대고 좌우로 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733610/MOV000252637_700X466.mp4
선풍기,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6524,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232706/IMG000227078_700X466.jpg,"오른팔을 세워 팔꿈치를 왼 손바닥으로 받치고, 오른손을 손바닥이 밖으로 향하게 벌려 약간 구부려 좌우로 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627335/MOV000253685_700X466.mp4
빼앗기다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6482,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232650/IMG000227030_700X466.jpg,오른손으로 왼 손바닥 위에 있는 물건을 밖으로 잡아채는 동작을 한다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734901/MOV000253643_700X466.mp4
마비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6275,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231032/IMG000224911_700X466.jpg,손등이 밖으로 향하게 편 두 손의 손가락을 깍지 끼고 약간 내리다가 힘주어 멈춘다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785424/MOV000357081_700X466.mp4
버섯,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=6155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/231972/IMG000226138_700X466.jpg,"왼 주먹의 1지를 펴서 등이 밖으로 향하게 세우고, 그 위에 약간 구부린 오른 손바닥을 덮는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734837/MOV000252921_700X466.mp4
공격,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5920,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201209/784160/IMG000356839_700X466.jpg,손가락을 벌려 반쯤 구부리고 손등이 위로 향하게 편 두 손의 손가락 등을 오른손이 안쪽에 놓이게 전후로 마주대고 밖으로 밀어낸다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735615/MOV000248598_700X466.mp4
의병/의용군/의군,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5904,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225044/IMG000217628_700X466.jpg,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 그 등에 오른 손바닥을 세워 두 번 대고, 두 주먹의 바닥을 오른쪽 가슴에 오른 주먹이 위에 놓이게 이어 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004448/MOV000359637_700X466.mp4
수축,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224375/IMG000216833_700X466.jpg,배 앞에서 두 손을 약간 구부려 상하로 마주보게 하였다가 주먹을 쥐며 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735614/MOV000245952_700X466.mp4
서류/문서,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5771,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224282/IMG000216739_700X466.jpg,"손바닥이 위로 향하게 편 왼 손바닥을 손가락을 벌려 손끝이 위로 향하게 약간 구부린 오른손의 손등으로 두 번 두드린 다음, 두 주먹의 1지를 펴서 네모를 그린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042651/MOV000361014_700X466.mp4
수박,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232087/IMG000226279_700X466.jpg,두 손을 구부려 손끝이 위로 향하게 하여 입 앞에서 좌우로 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626519/MOV000253031_700X466.mp4
편찮다/아프다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5621,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235081/IMG000230111_700X466.jpg,손바닥이 위로 향하게 약간 오므린 오른손을 좌우로 흔든다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735172/MOV000246972_700X466.mp4
색깔/빛깔/색/색상/색채/컬러,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5582,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190730/605287/IMG000226041_700X466.jpg,오른손의 손가락을 구부려 턱에 대고 좌우로 두 번 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630918/MOV000252844_700X466.mp4
서랍,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5400,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232351/IMG000226554_700X466.jpg,두 손의 손바닥과 손끝을 위로 향하게 하여 배 앞에 나란히 놓았다가 배 쪽으로 두 번 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191010/626189/MOV000253258_700X466.mp4
성희롱,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5159,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225665/IMG000218336_700X466.jpg,"오른손을 약간 구부려 끝이 코끝으로 향하게 하여 좌우로 움직인 다음, 왼 주먹의 4지를 펴서 등이 밖으로 향하게 세우고, 그 옆면을 오른 손바닥으로 두 번 스쳐 올린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003331/MOV000359617_700X466.mp4
성폭력,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5158,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225663/IMG000218333_700X466.jpg,"오른손을 약간 구부려 끝이 코끝으로 향하게 하여 좌우로 움직인 다음, 왼 주먹의 4지를 펴서 등이 밖으로 향하게 펴서 세우고 그 안쪽에서 오른 주먹을 좌우로 두 번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003320/MOV000359615_700X466.mp4
호랑나비,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5151,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226731/IMG000219531_700X466.jpg,"두 손의 손가락을 약간 구부려 두 볼에 댔다가 약간 내리며 손바닥이 밖으로 향하게 돌린 다음, 손끝이 밖으로 향하게 편 두 손의 5지를 맞대고 나머지 손가락을 상하로 두 번 흔든다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003318/MOV000359613_700X466.mp4
번민,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5127,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151208/224057/IMG000216489_700X466.jpg,약간 구부린 오른 손끝을 가슴에 대고 왼쪽으로 강하게 천천히 두 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003314/MOV000359612_700X466.mp4
위선자/위선쟁이,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210112/798103/IMG000358151_700X466.jpg,"손가락을 벌려 약간 구부린 오른손으로 얼굴을 가렸다가 손바닥이 오른쪽으로 향하게 돌리는 동작을 한 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732218/MOV000246222_700X466.mp4
-청/지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=5001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151203/220807/IMG000212652_700X466.jpg,약간 구부린 두 손을 양쪽 어깨에 올려놓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735164/MOV000243094_700X466.mp4
걱정/근심/상심/시름/염려/우수/괴롭다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228296/IMG000221413_700X466.jpg,약간 구부린 오른 손끝을 가슴에 대고 왼쪽으로 한 바퀴 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191007/625140/MOV000249112_700X466.mp4
낙태,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228274/IMG000221376_700X466.jpg,"손바닥이 옆으로 손 끝이 위로 향하게 펴서 약간 구부린 두 손을 얼굴 양옆에 세워 마주 보게 하여 가볍게 좌우로 두 번 흔든 다음, 두 주먹의 1·2·5지를 펴서 구부려 끝이 마주보게 하여 안으로 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220729/1003190/MOV000359584_700X466.mp4
국유,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4686,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/248714/IMG000262149_700X466.jpg,"두 손의 손가락을 약간 구부려 마주 보게 세워 전후로 약간 흔든 다음, 오른손을, 손바닥이 위로 향하게 하여 약간 구부렸다가 위로 올리며 주먹을 쥔다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/249088/MOV000262148_700X466.mp4
굽다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=4663,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227705/IMG000220638_700X466.jpg,"손바닥이 위로 향하게 펴서 약간 구부린 왼손 밑에서 같은 모양의 오른손을 두 번 오르내린 다음, 손바닥이 위로 향하게 편 왼 손바닥에 오른 손바닥을 댔다가 뒤집어 손등을 댄다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732890/MOV000248510_700X466.mp4
